"","V1","V2","V3","V4"
"34",0.968927497494153,0.947442680776014,0.967315945856718,0.985512129380054
"35",0.969261610424323,0.947795414462081,0.967315945856718,0.985512129380054
"36",0.968927497494153,0.947795414462081,0.966985803895675,0.987196765498652
"37",0.968927497494153,0.947795414462081,0.966985803895675,0.987196765498652
"38",0.968593384563983,0.947442680776014,0.966985803895675,0.986859838274933
"39",0.968593384563983,0.947442680776014,0.966655661934632,0.987870619946092
"40",0.969929836284664,0.953439153439153,0.966655661934632,0.987196765498652
"41",0.969261610424323,0.953439153439153,0.966655661934632,0.987196765498652
"42",0.970932175075175,0.954497354497355,0.973258501155497,0.987196765498652
"43",0.970598062145005,0.954497354497355,0.972928359194454,0.98921832884097
"44",0.970598062145005,0.954497354497355,0.973258501155497,0.98921832884097
"45",0.970598062145005,0.954850088183422,0.973258501155497,0.988544474393531
"46",0.971266288005346,0.955202821869489,0.973258501155497,0.988881401617251
"47",0.971266288005346,0.955202821869489,0.973258501155497,0.988881401617251
"48",0.972936852656198,0.956613756613757,0.973918785077583,0.988881401617251
"49",0.972936852656198,0.95626102292769,0.974248927038627,0.987533692722372
"50",0.972936852656198,0.957319223985891,0.977880488610102,0.987533692722372
"51",0.972602739726027,0.957671957671958,0.977880488610102,0.987533692722372
"52",0.972602739726027,0.959435626102293,0.977880488610102,0.987533692722372
"53",0.972602739726027,0.959082892416226,0.977880488610102,0.987870619946092
"54",0.972602739726027,0.95978835978836,0.976890062726973,0.987870619946092
"55",0.972602739726027,0.959082892416226,0.976890062726973,0.987870619946092
"56",0.972268626795857,0.95978835978836,0.976890062726973,0.987870619946092
"57",0.972268626795857,0.95978835978836,0.978210630571146,0.987870619946092
"58",0.971934513865687,0.960493827160494,0.977880488610102,0.98955525606469
"59",0.971934513865687,0.960141093474427,0.977880488610102,0.98955525606469
"60",0.972602739726027,0.95978835978836,0.979201056454275,0.98955525606469
"61",0.972936852656198,0.960846560846561,0.978870914493232,0.990229110512129
"62",0.973270965586368,0.960846560846561,0.978870914493232,0.990229110512129
"63",0.973605078516539,0.960141093474427,0.978870914493232,0.98955525606469
"64",0.973939191446709,0.960141093474427,0.978870914493232,0.98955525606469
"65",0.972936852656198,0.960141093474427,0.978870914493232,0.98955525606469
"66",0.97460741730705,0.960493827160494,0.980191482337405,0.98989218328841
"67",0.974273304376879,0.960493827160494,0.979201056454275,0.98989218328841
"68",0.974273304376879,0.958730158730159,0.979531198415319,0.990229110512129
"69",0.974273304376879,0.958730158730159,0.979861340376362,0.98989218328841
"70",0.974273304376879,0.95978835978836,0.979861340376362,0.98955525606469
"71",0.975609756097561,0.95978835978836,0.979861340376362,0.98955525606469
"72",0.975943869027731,0.960141093474427,0.980851766259492,0.990902964959569
"73",0.975943869027731,0.959435626102293,0.980851766259492,0.990902964959569
"74",0.975943869027731,0.959435626102293,0.979201056454275,0.990902964959569
"75",0.975943869027731,0.95978835978836,0.979531198415319,0.990902964959569
"76",0.97494153023722,0.95978835978836,0.979201056454275,0.990566037735849
"77",0.97494153023722,0.960141093474427,0.978210630571146,0.990566037735849
"78",0.97494153023722,0.961199294532628,0.978210630571146,0.990902964959569
"79",0.97494153023722,0.961199294532628,0.978210630571146,0.990902964959569
"80",0.977280320748413,0.961199294532628,0.978210630571146,0.990566037735849
"81",0.976277981957902,0.961199294532628,0.978210630571146,0.990566037735849
"82",0.977280320748413,0.961552028218695,0.978210630571146,0.990902964959569
"83",0.977280320748413,0.961199294532628,0.978210630571146,0.990902964959569
"84",0.977280320748413,0.962610229276896,0.977880488610102,0.990566037735849
"85",0.977280320748413,0.962257495590829,0.977880488610102,0.990566037735849
"86",0.978282659538924,0.962257495590829,0.978210630571146,0.991239892183288
"87",0.978950885399265,0.961199294532628,0.978210630571146,0.991239892183288
"88",0.978616772469095,0.962257495590829,0.978210630571146,0.991239892183288
"89",0.979284998329435,0.962257495590829,0.978210630571146,0.991239892183288
"90",0.979284998329435,0.962257495590829,0.978210630571146,0.991576819407008
"91",0.979284998329435,0.962257495590829,0.977880488610102,0.991576819407008
"92",0.978616772469095,0.961904761904762,0.977880488610102,0.991576819407008
"93",0.978950885399265,0.962257495590829,0.977880488610102,0.991576819407008
"94",0.978616772469095,0.961904761904762,0.977550346649059,0.991576819407008
"95",0.978616772469095,0.961199294532628,0.977550346649059,0.991239892183288
"96",0.978950885399265,0.961199294532628,0.977550346649059,0.991239892183288
"97",0.978616772469095,0.960846560846561,0.977220204688016,0.991576819407008
"98",0.978616772469095,0.961552028218695,0.978540772532189,0.991576819407008
"99",0.978616772469095,0.962610229276896,0.978210630571146,0.991576819407008
"100",0.979284998329435,0.962610229276896,0.978210630571146,0.991576819407008
