"","V1","V2","V3","V4"
"1",0.859004343468092,0.861022927689594,0.915483657972928,0.934636118598383
"2",0.859004343468092,0.860670194003527,0.915483657972928,0.934636118598383
"3",0.878048780487805,0.87689594356261,0.919445361505447,0.959231805929919
"4",0.878048780487805,0.87689594356261,0.947837570155167,0.959231805929919
"5",0.90711660541263,0.894885361552028,0.948827996038296,0.964622641509434
"6",0.90711660541263,0.914285714285714,0.949818421921426,0.965296495956873
"7",0.923822251921149,0.913932980599647,0.956421261142291,0.965296495956873
"8",0.92449047778149,0.916402116402116,0.957411687025421,0.976078167115903
"9",0.923822251921149,0.914991181657848,0.960052822713767,0.977088948787062
"10",0.939859672569328,0.928747795414462,0.959722680752724,0.977088948787062
"11",0.939191446708988,0.931216931216931,0.960052822713767,0.977088948787062
"12",0.943200801871032,0.931216931216931,0.96236381644107,0.9794474393531
"13",0.942866688940862,0.929453262786596,0.962693958402113,0.980458221024259
"14",0.942866688940862,0.929805996472663,0.964014526246286,0.980458221024259
"15",0.944871366521884,0.929805996472663,0.965665236051502,0.980458221024259
"16",0.944537253591714,0.929805996472663,0.964674810168372,0.981132075471698
"17",0.950217173404611,0.93015873015873,0.964344668207329,0.980458221024259
"18",0.950217173404611,0.931569664902998,0.964674810168372,0.980795148247978
"19",0.950217173404611,0.935097001763668,0.964674810168372,0.9794474393531
"20",0.951219512195122,0.935097001763668,0.966655661934632,0.9794474393531
"21",0.951219512195122,0.934744268077601,0.966655661934632,0.97911051212938
"22",0.951219512195122,0.934744268077601,0.965995378012545,0.97911051212938
"23",0.959906448379552,0.935449735449735,0.966655661934632,0.97911051212938
"24",0.959906448379552,0.935449735449735,0.967315945856718,0.97911051212938
"25",0.961577013030404,0.935449735449735,0.966655661934632,0.978099730458221
"26",0.961577013030404,0.936155202821869,0.966985803895675,0.97911051212938
"27",0.961577013030404,0.936507936507937,0.965665236051502,0.978436657681941
"28",0.961911125960575,0.943562610229277,0.965665236051502,0.984164420485175
"29",0.961911125960575,0.943562610229277,0.965995378012545,0.983827493261456
"30",0.961242900100234,0.947089947089947,0.965665236051502,0.984164420485175
"31",0.961242900100234,0.946384479717813,0.965665236051502,0.984838274932615
"32",0.967256932843301,0.947089947089947,0.967646087817762,0.985175202156334
"33",0.968259271633812,0.947795414462081,0.967646087817762,0.985175202156334
